lat,lng,elev,full_address,date,base_filename
39.470748,-104.904982,1964.22351074,"1045 Snow Lily Ct, Castle Rock, CO 80108, USA",Sep 2007,"data/lat_39.47074,long_-104.904_"
38.337971,-105.485149,2345.25878906,"614-998 Copper Gulch Rd, Cotopaxi, CO 81223, USA",Oct 2012,"data/lat_38.33797,long_-105.485_"
40.434937,-103.669588,1390.8659668,"24813 Co Rd Ee, Snyder, CO 80750, USA",Jul 2008,"data/lat_40.43493,long_-103.669_"
38.860225,-103.478345,1516.05981445,"Co Rd 109, Hugo, CO 80821, USA",Aug 2012,"data/lat_38.86022,long_-103.478_"
39.896634,-106.707814,2064.09985352,"19023 CO-131, Bond, CO 80423, USA",Oct 2009,"data/lat_39.89663,long_-106.707_"
40.01501,-104.748333,1564.23828125,"16130-16494 Co Rd 4, Lochbuie, CO 80603, USA",Aug 2012,"data/lat_40.01501,long_-104.748_"
39.101932,-108.58788,1399.42871094,"2506 Madison Ave, Grand Junction, CO 81505, USA",Jul 2012,"data/lat_39.10193,long_-108.587_"
38.301019,-104.791032,1514.52539062,"1050-1074 W Montebello Dr, Pueblo West, CO 81007, USA",Aug 2007,"data/lat_38.30101,long_-104.791_"
40.719907,-104.78711,1593.26147461,"US-85, Nunn, CO 80648, USA",Jun 2012,"data/lat_40.71990,long_-104.787_"
38.265121,-104.629343,1446.92858887,"101-199 Lincoln St, Pueblo, CO 81004, USA",Jun 2012,"data/lat_38.26512,long_-104.629_"
40.984503,-104.296463,1616.04577637,"Weld County Rd 81, Grover, CO 80729, USA",Oct 2007,"data/lat_40.98450,long_-104.296_"
38.854602,-104.684649,1941.20556641,"1110 Meadowbrook Parkway, Colorado Springs, CO 80915, USA",Sep 2014,"data/lat_38.85460,long_-104.684_"
38.374344,-107.818316,1882.37133789,"21000-21330 Government Springs Rd, Montrose, CO 81403, USA",Sep 2012,"data/lat_38.37434,long_-107.818_"
40.993186,-104.296223,1616.97119141,"Weld County Rd 81, Grover, CO 80729, USA",Oct 2007,"data/lat_40.99318,long_-104.296_"
38.094943,-103.47226,1259.21337891,"31542-31882 Co Rd 33, La Junta, CO 81050, USA",Aug 2012,"data/lat_38.09494,long_-103.472_"
40.458448,-105.424047,2116.91137695,"9528-9594 Co Rd 43, Drake, CO 80515, USA",Sep 2012,"data/lat_40.45844,long_-105.424_"
37.105464,-108.162053,2011.46166992,"7806 CO-140, Hesperus, CO 81326, USA",Jun 2012,"data/lat_37.10546,long_-108.162_"
37.105752,-108.169078,2007.58300781,"904 Co Rd 103, Hesperus, CO 81326, USA",Mar 2008,"data/lat_37.10575,long_-108.169_"
37.698672,-108.835703,2035.37207031,"11441-11531 US-491, Cahone, CO 81320, USA",Aug 2013,"data/lat_37.69867,long_-108.835_"
39.113149,-105.040716,2844.58447266,"Rampart Range Rd, Woodland Park, CO 80863, USA",Sep 2009,"data/lat_39.11314,long_-105.040_"
38.905777,-105.159464,2852.13427734,"21931-22159 CO-67, Divide, CO 80814, USA",Aug 2015,"data/lat_38.90577,long_-105.159_"
38.311969,-102.618627,1216.46704102,"3000-4998 Co Rd 49, Eads, CO 81036, USA",Aug 2012,"data/lat_38.31196,long_-102.618_"
37.289945,-109.4053,1348.28771973,"UT-162, Blanding, UT 84511, USA",May 2012,"data/lat_37.28994,long_-109.405_"
40.639907,-105.27384,2053.27758789,"11884-12158 Rist Canyon Rd, Bellvue, CO 80512, USA",Sep 2012,"data/lat_40.63990,long_-105.273_"
40.643572,-105.277115,2065.17211914,"12056 Rist Canyon Rd, Bellvue, CO 80512, USA",Sep 2012,"data/lat_40.64357,long_-105.277_"
39.69335,-106.105442,2602.43334961,"29001-29081 CO-9, Silverthorne, CO 80498, USA",Jul 2008,"data/lat_39.69335,long_-106.105_"
39.127941,-103.564577,1580.5657959,"County Rd 2W, Hugo, CO 80821, USA",Oct 2012,"data/lat_39.12794,long_-103.564_"
39.995588,-106.17124,2403.41235352,"3977-3999 Co Rd 3, Parshall, CO 80468, USA",Sep 2009,"data/lat_39.99558,long_-106.171_"
40.682635,-105.02793,1577.82275391,"2577 E Co Rd 60, Wellington, CO 80549, USA",Sep 2007,"data/lat_40.68263,long_-105.027_"
38.903662,-104.712537,2033.95080566,"5103-5109 Copen Dr, Colorado Springs, CO 80922, USA",Oct 2014,"data/lat_38.90366,long_-104.712_"
39.955632,-104.978277,1569.41943359,"13772-13776 Washington St, Thornton, CO 80023, USA",Aug 2011,"data/lat_39.95563,long_-104.978_"
39.905134,-106.715618,2034.60107422,"20285-20305 CO-131, Bond, CO 80423, USA",Oct 2009,"data/lat_39.90513,long_-106.715_"
39.712488,-104.722965,1689.29956055,"E-470, Aurora, CO 80018, USA",Jul 2012,"data/lat_39.71248,long_-104.722_"
40.243389,-103.911418,1343.27172852,"US-6, Fort Morgan, CO 80701, USA",Sep 2015,"data/lat_40.24338,long_-103.911_"
38.144291,-107.74089,2137.23144531,"21760-21878 US-550, Ridgway, CO 81432, USA",Sep 2012,"data/lat_38.14429,long_-107.740_"
40.994033,-107.813799,1887.74804688,"12601-12613 Co Rd 4, Craig, CO 81625, USA",Aug 2008,"data/lat_40.99403,long_-107.813_"
40.755943,-104.334914,1523.41137695,"52001-52429 Co Rd 77, Briggsdale, CO 80611, USA",Sep 2009,"data/lat_40.75594,long_-104.334_"
40.442616,-104.946366,1518.94714355,"8891 Longs Peak Cir, Windsor, CO 80550, USA",Jul 2012,"data/lat_40.44261,long_-104.946_"
38.075299,-108.017453,2375.12451172,"1685-3029 CO-62, Ridgway, CO 81432, USA",Sep 2008,"data/lat_38.07529,long_-108.017_"
39.251442,-104.978653,1984.72009277,"4955 Mohawk Dr, Larkspur, CO 80118, USA",Sep 2007,"data/lat_39.25144,long_-104.978_"
39.046987,-105.539159,2834.30004883,"US-24, Lake George, CO 80827, USA",Aug 2015,"data/lat_39.04698,long_-105.539_"
39.263544,-104.977367,1964.03735352,"4900-5134 Country Club Dr, Larkspur, CO 80118, USA",Sep 2007,"data/lat_39.26354,long_-104.977_"
40.128499,-104.94727,1502.97888184,"8800-8802 Welsh Ln, Frederick, CO 80504, USA",Sep 2012,"data/lat_40.12849,long_-104.947_"
40.442522,-104.946366,1519.2401123,"8886 Longs Peak Cir, Windsor, CO 80550, USA",Jul 2012,"data/lat_40.44252,long_-104.946_"
38.842254,-106.120353,2404.40234375,"901 South Main Street, Buena Vista, CO 81211, USA",Oct 2012,"data/lat_38.84225,long_-106.120_"
37.76682,-105.882782,2302.91357422,"101-199 CO-17, Center, CO 81125, USA",Sep 2012,"data/lat_37.76682,long_-105.882_"
38.710796,-104.702926,1744.76757812,"333 Cumming Ave, Fountain, CO 80817, USA",Sep 2007,"data/lat_38.71079,long_-104.702_"
40.173762,-108.381232,1720.54553223,"39554-40240 CO-64, Meeker, CO 81641, USA",Sep 2008,"data/lat_40.17376,long_-108.381_"
40.42867,-103.59911,1356.20446777,"29407-29829 Co Rd 29, Snyder, CO 80750, USA",Aug 2012,"data/lat_40.42867,long_-103.599_"
40.523824,-108.110094,1809.70336914,"CO-318, Maybell, CO 81640, USA",Sep 2008,"data/lat_40.52382,long_-108.110_"
39.847325,-105.062104,1642.45397949,"8295 Chase Dr, Arvada, CO 80003, USA",Jul 2012,"data/lat_39.84732,long_-105.062_"
39.333308,-106.051657,3324.79223633,"CO-9, Fairplay, CO 80440, USA",Aug 2015,"data/lat_39.33330,long_-106.051_"
39.85292,-105.056849,1653.05078125,"5521-5525 W 86th Ave, Arvada, CO 80003, USA",Jul 2012,"data/lat_39.85292,long_-105.056_"
37.686277,-106.460025,2437.21069336,"458-874 Hanna Ln, Del Norte, CO 81132, USA",Sep 2012,"data/lat_37.68627,long_-106.460_"
37.229736,-104.447793,1783.84875488,"16511 Co Rd 75.1, Trinidad, CO 81082, USA",Aug 2012,"data/lat_37.22973,long_-104.447_"
38.574588,-107.690408,2401.51416016,"G74 Rd, Colorado, USA",Jul 2013,"data/lat_38.57458,long_-107.690_"
38.214554,-103.754221,1310.80102539,"17553-17675 CO-96, Ordway, CO 81063, USA",Oct 2012,"data/lat_38.21455,long_-103.754_"
39.644436,-106.307318,2553.97998047,"I-70, Vail, CO 81657, USA",Aug 2011,"data/lat_39.64443,long_-106.307_"
38.218021,-103.744902,1313.05029297,"18025-18189 CO-96, Ordway, CO 81063, USA",Oct 2012,"data/lat_38.21802,long_-103.744_"
37.328157,-108.174633,2306.74560547,"2662-2796 US-160, Hesperus, CO 81326, USA",Jun 2012,"data/lat_37.32815,long_-108.174_"
40.187635,-103.302996,1384.67175293,"21000 US-34, Akron, CO 80720, USA",Sep 2015,"data/lat_40.18763,long_-103.302_"
40.724705,-103.688246,1383.07910156,"47432-47998 Co Rd 145, Raymer, CO 80742, USA",Aug 2012,"data/lat_40.72470,long_-103.688_"
38.301006,-104.819121,1524.35656738,"1674-1698 W Camino Pablo Ave, Pueblo West, CO 81007, USA",Aug 2012,"data/lat_38.30100,long_-104.819_"
39.189148,-104.417506,1952.73461914,"22000-22830 Co Rd 53, Elbert, CO 80106, USA",Oct 2009,"data/lat_39.18914,long_-104.417_"
40.984917,-108.496603,2013.46191406,"Co Rd 4, Maybell, CO 81640, USA",Aug 2008,"data/lat_40.98491,long_-108.496_"
40.189345,-103.305616,1382.19506836,"20712-20998 US-34, Akron, CO 80720, USA",Sep 2015,"data/lat_40.18934,long_-103.305_"
39.635565,-106.07468,2662.64819336,"6th St, Silverthorne, CO 80498, USA",Oct 2012,"data/lat_39.63556,long_-106.074_"
39.00692,-105.969014,2744.93896484,"6820 US-285, Fairplay, CO 80440, USA",Aug 2015,"data/lat_39.00692,long_-105.969_"
37.388819,-108.590954,1885.4152832,"12148-12662 Lebanon Rd, Cortez, CO 81321, USA",Jan 2008,"data/lat_37.38881,long_-108.590_"
39.946871,-104.789765,1544.96789551,"S 27th Ave, Brighton, CO 80601, USA",Jul 2012,"data/lat_39.94687,long_-104.789_"
38.606456,-108.936264,1414.07434082,"52224-52968 CO-141, Gateway, CO 81522, USA",Jul 2012,"data/lat_38.60645,long_-108.936_"
38.793586,-104.81077,1835.46313477,"852-880 Tenderfoot Hill Rd, Colorado Springs, CO 80906, USA",Aug 2015,"data/lat_38.79358,long_-104.810_"
39.265998,-104.737103,2075.58422852,"6301-6397 S Dahlberg Rd, Castle Rock, CO 80104, USA",Sep 2009,"data/lat_39.26599,long_-104.737_"
39.127978,-103.548559,1578.74401855,"28001-28981 County Rd 2W, Hugo, CO 80821, USA",Oct 2012,"data/lat_39.12797,long_-103.548_"
40.246867,-103.753641,1308.6895752,"1-1329 Co Rd R, Fort Morgan, CO 80701, USA",Oct 2007,"data/lat_40.24686,long_-103.753_"
40.000356,-104.889093,1563.3112793,"7900 E 168th Ave, Thornton, CO 80602, USA",Sep 2012,"data/lat_40.00035,long_-104.889_"
39.127984,-103.545886,1577.03955078,"28001-28981 County Rd 2W, Hugo, CO 80821, USA",Oct 2012,"data/lat_39.12798,long_-103.545_"
39.10121,-108.419847,1444.0723877,"3417 F 3/4 Rd, Clifton, CO 81520, USA",Jul 2012,"data/lat_39.10121,long_-108.419_"
38.143572,-102.796739,1170.27355957,"33001 CO-196, McClave, CO 81057, USA",Jul 2012,"data/lat_38.14357,long_-102.796_"
38.228557,-104.269107,1361.92749023,"55107-55901 US-50, Boone, CO 81025, USA",Aug 2015,"data/lat_38.22855,long_-104.269_"
39.631651,-106.080593,2671.67016602,"489 W 4th St, Silverthorne, CO 80497, USA",Oct 2012,"data/lat_39.63165,long_-106.080_"
40.51901,-106.415612,2502.43139648,"20245-20999 CO-14, Coalmont, CO 80430, USA",Sep 2011,"data/lat_40.51901,long_-106.415_"
39.427287,-104.82536,1965.08361816,"3854-4498 N Crowfoot Valley Rd, Castle Rock, CO 80108, USA",Aug 2015,"data/lat_39.42728,long_-104.825_"
40.243164,-103.661174,1296.66455078,"16841 Co Rd 26, Brush, CO 80723, USA",Oct 2007,"data/lat_40.24316,long_-103.661_"
37.488886,-102.620166,1337.35974121,"25147 US-385, Springfield, CO 81073, USA",Sep 2012,"data/lat_37.48888,long_-102.620_"
39.340839,-104.844271,1985.26879883,"1701 Crystal Valley Pkwy, Castle Rock, CO 80104, USA",Aug 2015,"data/lat_39.34083,long_-104.844_"
38.951763,-104.860101,2033.62475586,"8410-8420 Edgemont Way, Colorado Springs, CO 80919, USA",Aug 2011,"data/lat_38.95176,long_-104.860_"
40.552118,-104.936641,1506.45788574,"6489 Co Rd 78, Windsor, CO 80550, USA",Sep 2007,"data/lat_40.55211,long_-104.936_"
39.166202,-108.134286,1716.30065918,"49134 K E Rd, Mesa, CO 81643, USA",Aug 2012,"data/lat_39.16620,long_-108.134_"
39.181729,-109.129589,1469.95214844,"Old US Hwy 6 & 50, Thompson, UT 84540, USA",Jul 2012,"data/lat_39.18172,long_-109.129_"
37.383457,-102.592091,1333.61499023,"26600 US-160, Springfield, CO 81073, USA",Sep 2012,"data/lat_37.38345,long_-102.592_"
40.11726,-106.889972,2425.77929688,"Lincoln St, Yampa, CO 80483, USA",Oct 2009,"data/lat_40.11726,long_-106.889_"
38.925638,-104.74762,2039.4206543,"6750 Oasis Butte Dr, Colorado Springs, CO 80923, USA",Sep 2015,"data/lat_38.92563,long_-104.747_"
40.704632,-102.724493,1257.28955078,"43267 Co Rd 38, Fleming, CO 80728, USA",Nov 2007,"data/lat_40.70463,long_-102.724_"
40.125122,-106.891659,2423.45043945,"Lincoln St, Yampa, CO 80483, USA",Oct 2009,"data/lat_40.12512,long_-106.891_"
40.131906,-103.594183,1316.84448242,"8403-9069 CO-71, Brush, CO 80723, USA",Sep 2009,"data/lat_40.13190,long_-103.594_"
38.813963,-102.569354,1371.88378906,"US-40, Cheyenne Wells, CO 80810, USA",Oct 2012,"data/lat_38.81396,long_-102.569_"
39.905902,-106.763195,2018.55004883,"33933 Colorado River Rd, McCoy, CO 80463, USA",Oct 2009,"data/lat_39.90590,long_-106.763_"
40.395197,-105.136704,1551.46923828,"4357 Red Fox Ct, Loveland, CO 80537, USA",Jul 2012,"data/lat_40.39519,long_-105.136_"
40.127565,-106.89158,2421.59521484,"Lincoln St, Yampa, CO 80483, USA",Oct 2009,"data/lat_40.12756,long_-106.891_"
38.943404,-104.857743,2015.4354248,"1790 Cedar Valley Ln, Colorado Springs, CO 80919, USA",Aug 2011,"data/lat_38.94340,long_-104.857_"
38.945307,-104.871276,2063.1105957,"8264-8340 Orchard Path Rd, Colorado Springs, CO 80919, USA",Aug 2011,"data/lat_38.94530,long_-104.871_"
40.134714,-107.261014,2888.28125,"37572-42232 County Rd 8, Meeker, CO 81641, USA",Jul 2008,"data/lat_40.13471,long_-107.261_"
38.472118,-105.204886,1684.35375977,"2845 High St, Canon City, CO 81212, USA",Jul 2012,"data/lat_38.47211,long_-105.204_"
40.596279,-104.967869,1536.51464844,"753 Glenn Ridge Dr, Fort Collins, CO 80524, USA",Jun 2012,"data/lat_40.59627,long_-104.967_"
38.293855,-104.611362,1441.29980469,"352-398 W 26th St, Pueblo, CO 81003, USA",Jun 2012,"data/lat_38.29385,long_-104.611_"
38.856725,-104.864589,1890.06335449,"2952-2998 King St, Colorado Springs, CO 80904, USA",Aug 2015,"data/lat_38.85672,long_-104.864_"
38.306371,-104.606712,1442.02185059,"3314-3322 Dillon Dr, Pueblo, CO 81008, USA",Jul 2015,"data/lat_38.30637,long_-104.606_"
39.755272,-104.914591,1621.50195312,"2600 Leyden St, Denver, CO 80207, USA",Sep 2011,"data/lat_39.75527,long_-104.914_"
40.019068,-105.140671,1602.18969727,"9090 Tahoe Ln, Boulder, CO 80301, USA",Jul 2012,"data/lat_40.01906,long_-105.140_"
38.59032,-106.935421,2370.97705078,"112-230 Chekwa Trail, Gunnison, CO 81230, USA",Sep 2012,"data/lat_38.59032,long_-106.935_"
37.210575,-104.494722,1855.60205078,"I-25, Trinidad, CO 81082, USA",Aug 2015,"data/lat_37.21057,long_-104.494_"
38.381191,-104.619078,1498.85498047,"I-25, Pueblo, CO 81008, USA",Aug 2015,"data/lat_38.38119,long_-104.619_"
40.14793,-103.264462,1438.47424316,"23000-23998 Co Rd 40, Akron, CO 80720, USA",Jul 2008,"data/lat_40.14793,long_-103.264_"
38.899298,-104.971691,2261.04296875,"8024-8036 US-24, Cascade, CO 80809, USA",Aug 2015,"data/lat_38.89929,long_-104.971_"
40.16014,-103.250945,1427.98522949,"23149-23917 US-34, Akron, CO 80720, USA",Sep 2015,"data/lat_40.16014,long_-103.250_"
38.592568,-105.424619,2206.52490234,"9443-9457 CO-9, Canon City, CO 81212, USA",Oct 2012,"data/lat_38.59256,long_-105.424_"
40.815346,-104.810449,1662.18615723,"56000-57492 Co Rd 27, Carr, CO 80612, USA",Sep 2007,"data/lat_40.81534,long_-104.810_"
39.679056,-105.928395,3738.19946289,"I-70, Dillon, CO 80435, USA",Jul 2015,"data/lat_39.67905,long_-105.928_"
39.756287,-104.900324,1621.79858398,"2804 Roslyn St, Denver, CO 80238, USA",May 2015,"data/lat_39.75628,long_-104.900_"
39.655917,-105.595684,3257.71923828,"Mt Evans Rd, Evergreen, CO 80439, USA",Aug 2015,"data/lat_39.65591,long_-105.595_"
40.907766,-104.799423,1731.76538086,"62001-62999 US-85, Carr, CO 80612, USA",Jun 2012,"data/lat_40.90776,long_-104.799_"
40.614225,-108.354542,1768.84814453,"45020 CO-318, Maybell, CO 81640, USA",Sep 2008,"data/lat_40.61422,long_-108.354_"
40.033694,-107.848857,1941.2331543,"1267-1999 County Rd 8, Meeker, CO 81641, USA",Jul 2008,"data/lat_40.03369,long_-107.848_"
39.74147,-104.905094,1632.30334473,"7100-7198 E 16th Ave, Denver, CO 80220, USA",Sep 2014,"data/lat_39.74147,long_-104.905_"
40.339056,-105.208941,1759.99462891,"5007-5207 S County Rd 31, Loveland, CO 80537, USA",Aug 2012,"data/lat_40.33905,long_-105.208_"
38.895564,-104.9665,2288.54272461,"4315-4325 Outpost Rd, Cascade, CO 80809, USA",May 2008,"data/lat_38.89556,long_-104.966_"
38.087465,-105.473964,2419.57299805,"756-1718 Schoolfield Rd, Westcliffe, CO 81252, USA",Aug 2012,"data/lat_38.08746,long_-105.473_"
39.638435,-104.654546,1774.46472168,"30076-32898 E Quincy Ave, Watkins, CO 80137, USA",Aug 2012,"data/lat_39.63843,long_-104.654_"
38.990655,-104.700304,2252.89990234,"11001-11031 Black Forest Rd, Colorado Springs, CO 80908, USA",Aug 2015,"data/lat_38.99065,long_-104.700_"
40.072494,-105.9322,2438.00366211,"719-789 Saddle Ridge Cir, Granby, CO 80446, USA",Oct 2012,"data/lat_40.07249,long_-105.932_"
39.008624,-109.291557,1335.00720215,"UT-128, Thompson, UT 84540, USA",Oct 2012,"data/lat_39.00862,long_-109.291_"
38.877582,-104.885915,1995.3371582,"Palmer Trail, Colorado Springs, CO 80904, USA",,"data/lat_38.87758,long_-104.885_"
38.607337,-105.437742,2238.66967773,"9485-9999 CO-9, Canon City, CO 81212, USA",Oct 2012,"data/lat_38.60733,long_-105.437_"
40.184784,-103.298619,1391.71313477,"21000-21826 US-34, Akron, CO 80720, USA",Sep 2015,"data/lat_40.18478,long_-103.298_"
40.268097,-104.805082,1454.86791992,"13001-13701 Co Rd 38.5, Platteville, CO 80651, USA",Sep 2007,"data/lat_40.26809,long_-104.805_"
38.958924,-104.693152,2147.22583008,"7198 Silver Ponds Heights, Colorado Springs, CO 80908, USA",Sep 2011,"data/lat_38.95892,long_-104.693_"
40.476437,-107.011701,1978.9588623,"Co Rd 179, Steamboat Springs, CO 80487, USA",Jul 2008,"data/lat_40.47643,long_-107.011_"
40.416686,-104.708951,1437.13549805,"1825 14th Street Rd, Greeley, CO 80631, USA",Jul 2012,"data/lat_40.41668,long_-104.708_"
39.29698,-102.874104,1434.2244873,"12305 CO-59, Seibert, CO 80834, USA",Oct 2012,"data/lat_39.29698,long_-102.874_"
39.10263,-108.631942,1380.37756348,"2241-2269 River Road, Grand Junction, CO 81505, USA",Jul 2012,"data/lat_39.10263,long_-108.631_"
39.293611,-102.859215,1434.1126709,"I-70, Seibert, CO 80834, USA",Oct 2012,"data/lat_39.29361,long_-102.859_"
37.283203,-108.621502,1847.90588379,"23699-24433 Co Rd E, Cortez, CO 81321, USA",Dec 2007,"data/lat_37.28320,long_-108.621_"
40.293384,-106.077486,2663.56323242,"CO-125, Granby, CO 80446, USA",Sep 2012,"data/lat_40.29338,long_-106.077_"
40.426138,-104.719776,1435.81604004,"2434 W 7th St, Greeley, CO 80634, USA",Jul 2012,"data/lat_40.42613,long_-104.719_"
39.252819,-106.894694,2399.02832031,"1261-1365 Juniper Hill Rd, Aspen, CO 81611, USA",Oct 2012,"data/lat_39.25281,long_-106.894_"
40.272717,-105.102501,1539.26281738,"1882 S U.S. Hwy 287, Berthoud, CO 80513, USA",Oct 2012,"data/lat_40.27271,long_-105.102_"
39.228336,-102.8744,1446.88964844,"12900-12998 CO-59, Vona, CO 80861, USA",Oct 2012,"data/lat_39.22833,long_-102.874_"
39.109577,-108.617342,1388.98535156,"700-728 23 1/2 Rd, Grand Junction, CO 81505, USA",Jul 2012,"data/lat_39.10957,long_-108.617_"
38.245379,-103.605404,1311.16955566,"26483-26485 CO-96, Sugar City, CO 81076, USA",Oct 2012,"data/lat_38.24537,long_-103.605_"
39.628428,-105.045002,1672.75366211,"4824-4898 Prospect St, Bow Mar, CO 80123, USA",Sep 2014,"data/lat_39.62842,long_-105.045_"
39.13857,-108.704026,1378.02526855,"1871 Interstate 70 Frontage Rd, Fruita, CO 81521, USA",Jul 2012,"data/lat_39.13857,long_-108.704_"
40.272641,-103.62794,1289.04443359,"715 Industrial Park Rd, Brush, CO 80723, USA",Oct 2007,"data/lat_40.27264,long_-103.627_"
40.525599,-107.418894,1911.57727051,"97862 US-40, Hayden, CO 81639, USA",Sep 2011,"data/lat_40.52559,long_-107.418_"
40.610681,-103.529516,1358.76452637,"2572-2998 CO-14, Merino, CO 80741, USA",Jul 2015,"data/lat_40.61068,long_-103.529_"
38.542076,-106.19521,2538.06689453,"17000-17398 US-50, Salida, CO 81201, USA",Aug 2015,"data/lat_38.54207,long_-106.195_"
40.35143,-102.804155,1268.9107666,"Co Rd 54, Otis, CO 80743, USA",Jul 2008,"data/lat_40.35143,long_-102.804_"
40.309443,-104.811028,1435.16040039,"21421 CO-60, Platteville, CO 80651, USA",Jul 2012,"data/lat_40.30944,long_-104.811_"
40.525577,-107.423719,1911.48632812,"97862 US-40, Hayden, CO 81639, USA",Sep 2011,"data/lat_40.52557,long_-107.423_"
40.388348,-107.62536,1902.56176758,"CO-13, Meeker, CO 81641, USA",Sep 2008,"data/lat_40.38834,long_-107.625_"
38.092239,-107.995272,2451.60058594,"1685-3029 CO-62, Ridgway, CO 81432, USA",Sep 2008,"data/lat_38.09223,long_-107.995_"
40.335086,-107.414566,2003.8170166,"27882-27976 Co Rd 29, Hamilton, CO 81638, USA",,"data/lat_40.33508,long_-107.414_"
38.232902,-103.509739,1312.73095703,"41002-41112 Co Ln 31, Sugar City, CO 81076, USA",Aug 2012,"data/lat_38.23290,long_-103.509_"
40.36817,-105.544873,2387.75317383,"601-699 High View Ct, Estes Park, CO 80517, USA",Oct 2012,"data/lat_40.36817,long_-105.544_"
39.561134,-104.660608,1876.51147461,"14755 N Delbert Rd, Parker, CO 80138, USA",Jul 2012,"data/lat_39.56113,long_-104.660_"
39.848941,-103.219638,1468.43371582,"CO-63, Akron, CO 80720, USA",Oct 2007,"data/lat_39.84894,long_-103.219_"
37.478177,-108.574843,2115.09594727,"18350 Co Rd 26, Dolores, CO 81323, USA",Jan 2008,"data/lat_37.47817,long_-108.574_"
38.542343,-106.212046,2571.51757812,"17530 US-50, Salida, CO 81201, USA",Aug 2015,"data/lat_38.54234,long_-106.212_"
40.232727,-103.984236,1357.84057617,"8900-9552 Co Rd Q, Wiggins, CO 80654, USA",Nov 2007,"data/lat_40.23272,long_-103.984_"
40.698776,-104.979227,1590.6652832,"7875 Iris Hill Ln, Wellington, CO 80549, USA",Sep 2007,"data/lat_40.69877,long_-104.979_"
40.523045,-107.40278,1903.44580078,"97862-97866 US-40, Hayden, CO 81639, USA",Sep 2011,"data/lat_40.52304,long_-107.402_"
40.421203,-104.697131,1420.20275879,"1115-1121 11th St, Greeley, CO 80631, USA",Jul 2012,"data/lat_40.42120,long_-104.697_"
38.83108,-105.135699,2948.73120117,"12458-12592 CO-67, Divide, CO 80814, USA",Aug 2015,"data/lat_38.83108,long_-105.135_"
40.639226,-104.439233,1502.53320312,"32000-33142 CO-14, Ault, CO 80610, USA",Aug 2012,"data/lat_40.63922,long_-104.439_"
38.414095,-107.889069,1861.79382324,"64408-64430 Ranger Rd, Montrose, CO 81403, USA",Aug 2012,"data/lat_38.41409,long_-107.889_"
40.551104,-108.161719,1797.8638916,"55811-55825 CO-318, Maybell, CO 81640, USA",Sep 2008,"data/lat_40.55110,long_-108.161_"
38.898825,-104.873469,1984.82104492,"4678 Alpine Meadows Ln, Colorado Springs, CO 80919, USA",Aug 2011,"data/lat_38.89882,long_-104.873_"
40.29454,-103.782067,1327.4387207,"20176-20494 Co Rd 19.5, Fort Morgan, CO 80701, USA",Nov 2007,"data/lat_40.29454,long_-103.782_"
37.725316,-104.536822,1820.58569336,"CO-10, Walsenburg, CO 81089, USA",Jul 2012,"data/lat_37.72531,long_-104.536_"
40.073404,-104.923936,1548.17712402,"5000-5428 Co Rd 15, Dacono, CO 80514, USA",Sep 2012,"data/lat_40.07340,long_-104.923_"
38.833975,-105.137496,2944.78320312,"12592 CO-67, Divide, CO 80814, USA",Aug 2015,"data/lat_38.83397,long_-105.137_"
38.417856,-107.890567,1857.52172852,"64215 Ranger Rd, Montrose, CO 81403, USA",Aug 2012,"data/lat_38.41785,long_-107.890_"
40.077141,-104.796393,1505.20861816,"1836 Virginia Dr, Fort Lupton, CO 80621, USA",Oct 2012,"data/lat_40.07714,long_-104.796_"
40.030771,-105.09328,1567.01159668,"2463-3299 N 111th St, Erie, CO 80516, USA",Oct 2007,"data/lat_40.03077,long_-105.093_"
38.829647,-105.135648,2954.71289062,"12458-12592 CO-67, Divide, CO 80814, USA",Aug 2015,"data/lat_38.82964,long_-105.135_"
40.377315,-104.587334,1423.23278809,"24361-24999 Co Rd 54, Greeley, CO 80631, USA",Sep 2007,"data/lat_40.37731,long_-104.587_"
40.044691,-105.089427,1544.30895996,"11273 Flatiron Dr, Lafayette, CO 80026, USA",Aug 2012,"data/lat_40.04469,long_-105.089_"
38.048813,-107.303802,2620.60864258,"CO-149, Lake City, CO 81235, USA",Oct 2008,"data/lat_38.04881,long_-107.303_"
37.238225,-107.968909,2193.03662109,"3533-3681 Co Rd 141, Durango, CO 81303, USA",Dec 2007,"data/lat_37.23822,long_-107.968_"
40.000521,-104.686319,1540.0222168,"19425 County Rd 2, Brighton, CO 80603, USA",,"data/lat_40.00052,long_-104.686_"
39.737706,-104.635925,1697.1270752,"N Hayesmount Rd, Watkins, CO 80137, USA",Jul 2012,"data/lat_39.73770,long_-104.635_"
37.246635,-107.955985,2233.75610352,"501-599 Meadow Rd, Durango, CO 81303, USA",Mar 2008,"data/lat_37.24663,long_-107.955_"
40.000519,-104.69292,1539.43127441,"25300-27806 E 168th Ave, Brighton, CO 80603, USA",Sep 2009,"data/lat_40.00051,long_-104.692_"
40.42824,-104.715876,1432.57629395,"518-524 23rd Ave, Greeley, CO 80634, USA",Jul 2012,"data/lat_40.42824,long_-104.715_"
39.486282,-106.086319,3299.58569336,"Unnamed Road, Breckenridge, CO 80424, USA",,"data/lat_39.48628,long_-106.086_"
38.107296,-103.507371,1260.04760742,"201-215 E Grand Ave, La Junta, CO 81050, USA",Aug 2012,"data/lat_38.10729,long_-103.507_"
