lat,lng,elev,full_address,date,base_filename
38.822832,-104.844227,1845.64416504,"818-1122 Lower Gold Camp Rd, Colorado Springs, CO 80905, USA",Aug 2015,"data/lat_38.82283,long_-104.844_"
38.904627,-105.013039,2716.89282227,"Pikes Peak Toll Rd, Cascade, CO 80809, USA",Aug 2015,"data/lat_38.90462,long_-105.013_"
40.936321,-109.397217,1930.20532227,"W Little Hole Rd, Dutch John, UT 84023, USA",Oct 2007,"data/lat_40.93632,long_-109.397_"
38.903402,-105.009545,2680.08520508,"Pikes Peak Toll Rd, Cascade, CO 80809, USA",Aug 2015,"data/lat_38.90340,long_-105.009_"
40.153365,-103.792422,1333.23291016,"10520-10624 Sherman Street Rd, Fort Morgan, CO 80701, USA",Jul 2008,"data/lat_40.15336,long_-103.792_"
38.244369,-104.260544,1357.09875488,"258-750 S Higgins Ave, Boone, CO 81025, USA",Jul 2012,"data/lat_38.24436,long_-104.260_"
40.613626,-103.24425,1210.0904541,"243-289 Country Club Dr, Sterling, CO 80751, USA",Aug 2012,"data/lat_40.61362,long_-103.244_"
39.647427,-106.923145,1956.69433594,"11452-11626 US-6, Gypsum, CO 81637, USA",Jul 2008,"data/lat_39.64742,long_-106.923_"
38.85075,-103.565725,1553.21960449,"CO-94, Karval, CO 80823, USA",Aug 2012,"data/lat_38.85075,long_-103.565_"
39.156757,-108.74239,1367.72375488,"1672 US-6, Fruita, CO 81521, USA",Jul 2012,"data/lat_39.15675,long_-108.742_"
38.90306,-105.276119,2570.39819336,"Teller County Rd 1, Florissant, CO 80816, USA",Oct 2012,"data/lat_38.90306,long_-105.276_"
39.501469,-106.169446,3008.39550781,"I-70, Frisco, CO 80443, USA",Jul 2015,"data/lat_39.50146,long_-106.169_"
40.617742,-108.384001,1787.49108887,"45020 CO-318, Maybell, CO 81640, USA",Sep 2008,"data/lat_40.61774,long_-108.384_"
39.160026,-108.725511,1377.73901367,"158 N Ash St, Fruita, CO 81521, USA",Jul 2012,"data/lat_39.16002,long_-108.725_"
39.801545,-105.062151,1613.34350586,"6301 Ralston Rd, Arvada, CO 80002, USA",Sep 2014,"data/lat_39.80154,long_-105.062_"
39.155897,-108.732904,1372.76782227,"1730 US-50, Fruita, CO 81521, USA",Jul 2012,"data/lat_39.15589,long_-108.732_"
39.014105,-105.65195,2653.53466797,"Co Rd 59, Lake George, CO 80827, USA",Apr 2009,"data/lat_39.01410,long_-105.651_"
40.583984,-102.677926,1250.52050781,"Co Rd 22, Haxtun, CO 80731, USA",Nov 2007,"data/lat_40.58398,long_-102.677_"
38.924876,-107.925864,2013.1315918,"18644-18646 Northridge Rd, Cedaredge, CO 81413, USA",Aug 2012,"data/lat_38.92487,long_-107.925_"
38.867527,-104.749961,1945.3572998,"4160-4170 Brigadoon Ln, Colorado Springs, CO 80909, USA",Aug 2015,"data/lat_38.86752,long_-104.749_"
39.973224,-104.828971,1519.21911621,"893 S Kuner Rd, Brighton, CO 80601, USA",Jul 2015,"data/lat_39.97322,long_-104.828_"
38.470221,-102.703164,1268.62243652,"44000-46998 CO-96, Eads, CO 81036, USA",Aug 2012,"data/lat_38.47022,long_-102.703_"
39.135312,-108.676511,1383.7824707,"2035 I Rd, Fruita, CO 81521, USA",Jul 2012,"data/lat_39.13531,long_-108.676_"
38.194897,-103.509479,1301.8984375,"37694-39098 Co Ln 31, Sugar City, CO 81076, USA",Aug 2012,"data/lat_38.19489,long_-103.509_"
39.216931,-104.774397,2114.78295898,"9264-9760 S Spring Valley Rd, Castle Rock, CO 80104, USA",Sep 2009,"data/lat_39.21693,long_-104.774_"
39.814558,-105.305917,2289.25317383,"7907-8199 Crawford Gulch Rd, Golden, CO 80403, USA",Sep 2009,"data/lat_39.81455,long_-105.305_"
40.008879,-105.267971,1637.42199707,"1951-2071 Colorado Ave, Boulder, CO 80302, USA",,"data/lat_40.00887,long_-105.267_"
38.852158,-103.785885,1683.34265137,"15388-16082 CO-94, Rush, CO 80833, USA",Aug 2012,"data/lat_38.85215,long_-103.785_"
38.924776,-105.006649,2372.67236328,"10040-10050 Mountain Rd, Cascade, CO 80809, USA",May 2008,"data/lat_38.92477,long_-105.006_"
37.774775,-104.833744,1847.55078125,"I-25, Rye, CO 81069, USA",Aug 2015,"data/lat_37.77477,long_-104.833_"
39.713798,-105.15643,1831.90441895,"100-154 S Devinney St, Golden, CO 80401, USA",Jun 2012,"data/lat_39.71379,long_-105.156_"
38.177985,-105.11593,2100.78881836,"21301-21799 CO-96, Wetmore, CO 81253, USA",Aug 2012,"data/lat_38.17798,long_-105.115_"
40.492102,-107.598927,1909.8125,"28088-28618 CO-13, Craig, CO 81625, USA",Sep 2008,"data/lat_40.49210,long_-107.598_"
39.584606,-106.340223,2918.75537109,"21 Back Bowls, Vail, CO 81657, USA",,"data/lat_39.58460,long_-106.340_"
39.543063,-104.712171,1897.87280273,"9314 E Sand Creek Rd, Parker, CO 80138, USA",Jul 2012,"data/lat_39.54306,long_-104.712_"
40.686749,-106.360219,2477.80688477,"27806-28402 CO-14, Walden, CO 80480, USA",Sep 2011,"data/lat_40.68674,long_-106.360_"
40.642494,-102.538875,1207.27087402,"13084-13098 Co Rd 30, Haxtun, CO 80731, USA",Nov 2007,"data/lat_40.64249,long_-102.538_"
37.237745,-107.795742,2137.59033203,"515-527 Co Rd 234, Durango, CO 81301, USA",Dec 2007,"data/lat_37.23774,long_-107.795_"
39.712495,-105.144462,1802.81286621,"186-198 S Zang Way, Lakewood, CO 80228, USA",Jun 2012,"data/lat_39.71249,long_-105.144_"
39.580813,-106.341275,2958.86669922,"21 Back Bowls, Vail, CO 81657, USA",,"data/lat_39.58081,long_-106.341_"
38.20155,-102.646463,1173.50134277,"6295 Co Rd Ss, Lamar, CO 81052, USA",Aug 2012,"data/lat_38.20155,long_-102.646_"
39.894769,-105.106565,1658.67126465,"9675 W 108th Cir, Westminster, CO 80021, USA",Jul 2012,"data/lat_39.89476,long_-105.106_"
37.466194,-108.609939,2009.02075195,"17342-17998 Co Rd 24, Dolores, CO 81323, USA",Jan 2008,"data/lat_37.46619,long_-108.609_"
40.834768,-108.941773,1705.12219238,"CO-318, Maybell, CO 81640, USA",Sep 2008,"data/lat_40.83476,long_-108.941_"
39.216332,-104.586944,2137.24829102,"3747-3841 Co Rd 98, Elbert, CO 80106, USA",Sep 2009,"data/lat_39.21633,long_-104.586_"
40.481124,-104.738883,1449.19104004,"16928 Weld County Rd 68, Greeley, CO 80631, USA",Jul 2012,"data/lat_40.48112,long_-104.738_"
39.720436,-105.159683,1798.80310059,"14326-14362 W 2nd Pl, Golden, CO 80401, USA",Jun 2012,"data/lat_39.72043,long_-105.159_"
40.6918,-106.35298,2485.77246094,"28404-29280 CO-14, Walden, CO 80480, USA",Sep 2011,"data/lat_40.6918,long_-106.352_"
40.319182,-104.83284,1445.30578613,"11535-11999 Co Rd 46, Milliken, CO 80543, USA",Sep 2007,"data/lat_40.31918,long_-104.832_"
40.445105,-104.677836,1430.54431152,"680-1498 N 1st Ave, Greeley, CO 80631, USA",Jul 2012,"data/lat_40.44510,long_-104.677_"
40.15976,-104.855552,1485.68310547,"10635 County Rd 24, Fort Lupton, CO 80621, USA",Sep 2007,"data/lat_40.15976,long_-104.855_"
39.258537,-103.642531,1623.46801758,"US-287, Limon, CO 80828, USA",Aug 2012,"data/lat_39.25853,long_-103.642_"
40.102113,-107.97888,1913.86572266,"4604-4750 Co Rd 7, Meeker, CO 81641, USA",Oct 2012,"data/lat_40.10211,long_-107.978_"
40.863888,-106.311495,2402.86938477,"41489-41607 CO-125, Cowdrey, CO 80434, USA",Sep 2011,"data/lat_40.86388,long_-106.311_"
40.031267,-105.055424,1548.35095215,"3127-3143 E County Line Rd, Erie, CO 80516, USA",Jun 2015,"data/lat_40.03126,long_-105.055_"
37.44668,-105.877554,2299.43505859,"1410 Independence Way, Alamosa, CO 81101, USA",Sep 2012,"data/lat_37.44668,long_-105.877_"
39.924425,-105.045573,1618.73571777,"12500 Vrain St, Broomfield, CO 80020, USA",Jul 2012,"data/lat_39.92442,long_-105.045_"
39.553085,-104.854227,1801.20422363,"12300 Liberty Blvd, Englewood, CO 80112, USA",Jun 2015,"data/lat_39.55308,long_-104.854_"
39.476007,-106.02819,3101.22875977,"25-33 Baldy Rd, Breckenridge, CO 80424, USA",Feb 2011,"data/lat_39.47600,long_-106.028_"
38.632025,-107.580707,2113.66918945,"80367 CO-92, Crawford, CO 81415, USA",Sep 2012,"data/lat_38.63202,long_-107.580_"
40.963822,-103.226104,1386.91345215,"17956 Co Rd 74, Peetz, CO 80747, USA",Jul 2008,"data/lat_40.96382,long_-103.226_"
40.170665,-104.37897,1435.4453125,"Co Rd 73 & I-76, Keenesburg, CO 80643, USA",Jul 2015,"data/lat_40.17066,long_-104.378_"
40.032986,-105.059767,1559.50048828,"Austin Ave, Erie, CO 80516, USA",Aug 2012,"data/lat_40.03298,long_-105.059_"
39.548539,-104.85947,1803.25073242,"9454-9504 S Meridian Blvd, Englewood, CO 80112, USA",Jul 2008,"data/lat_39.54853,long_-104.859_"
39.764205,-104.768032,1652.28552246,"Salida St, Aurora, CO 80011, USA",Jul 2012,"data/lat_39.76420,long_-104.768_"
40.039693,-104.697096,1517.32214355,"2000-2998 Co Rd 39, Brighton, CO 80603, USA",Oct 2012,"data/lat_40.03969,long_-104.697_"
38.993721,-108.628141,1925.00158691,"21431 Little Park Rd, Glade Park, CO 81523, USA",Jul 2012,"data/lat_38.99372,long_-108.628_"
39.772855,-104.782761,1643.97875977,"17801 E 40th Ave, Aurora, CO 80011, USA",Apr 2015,"data/lat_39.77285,long_-104.782_"
39.1582,-104.584576,2133.79492188,"Co Rd 17-86, Elbert, CO 80106, USA",May 2009,"data/lat_39.1582,long_-104.584_"
39.62118,-105.06105,1678.08740234,"6000-6030 W Progress Ave, Denver, CO 80123, USA",Oct 2011,"data/lat_39.62118,long_-105.061_"
38.733101,-104.737625,1730.81445312,"6830 Bandley Dr, Fountain, CO 80817, USA",Jul 2015,"data/lat_38.73310,long_-104.737_"
40.087076,-105.169819,1569.36804199,"Mineral Rd, Longmont, CO 80503, USA",Oct 2012,"data/lat_40.08707,long_-105.169_"
39.710935,-104.943764,1626.07275391,"322-348 S Garfield St, Denver, CO 80209, USA",Jun 2014,"data/lat_39.71093,long_-104.943_"
40.797991,-104.554344,1636.30236816,"27588 Co Rd 112, Ault, CO 80610, USA",Oct 2007,"data/lat_40.79799,long_-104.554_"
37.444328,-105.874074,2299.17944336,"1001-1199 Airport Rd, Alamosa, CO 81101, USA",Sep 2012,"data/lat_37.44432,long_-105.874_"
40.042123,-104.678474,1516.58679199,"2817-2905 Co Rd 41, Hudson, CO 80642, USA",Oct 2012,"data/lat_40.04212,long_-104.678_"
38.393191,-107.862427,1865.48144531,"65159-65233 Solar Rd, Montrose, CO 81403, USA",Sep 2012,"data/lat_38.39319,long_-107.862_"
37.474485,-105.723002,2301.98242188,"16512-17570 US-160, Alamosa, CO 81101, USA",Aug 2015,"data/lat_37.47448,long_-105.723_"
39.928864,-104.756451,1559.88391113,"19801 E 128th Ave, Commerce City, CO 80022, USA",Jun 2012,"data/lat_39.92886,long_-104.756_"
40.638909,-104.988158,1539.17199707,"4745 E Co Rd 54, Fort Collins, CO 80524, USA",Sep 2007,"data/lat_40.63890,long_-104.988_"
38.313615,-105.659062,2257.06665039,"2244-2250 Co Rd 1a, Cotopaxi, CO 81223, USA",Aug 2012,"data/lat_38.31361,long_-105.659_"
39.018185,-104.663281,2313.74926758,"12870 Vollmer Rd, Colorado Springs, CO 80908, USA",Aug 2015,"data/lat_39.01818,long_-104.663_"
37.618291,-106.433039,2529.73950195,"6056-6636 Pinos Creek Rd, Del Norte, CO 81132, USA",Sep 2012,"data/lat_37.61829,long_-106.433_"
39.852923,-105.069284,1650.30651855,"6708 W 84th Ave, Arvada, CO 80003, USA",Jun 2015,"data/lat_39.85292,long_-105.069_"
39.032174,-105.380832,2460.52294922,"35482-36494 Tarryall Rd, Lake George, CO 80827, USA",Oct 2012,"data/lat_39.03217,long_-105.380_"
37.806948,-106.868778,2598.32910156,"CO-149, Creede, CO 81130, USA",Sep 2012,"data/lat_37.80694,long_-106.868_"
40.080324,-104.736427,1559.37255859,"16647-16977 Co Rd 12 1/2, Fort Lupton, CO 80621, USA",Jun 2015,"data/lat_40.08032,long_-104.736_"
39.913922,-104.922762,1593.39672852,"5492-5598 E 120th Ave, Thornton, CO 80241, USA",Sep 2012,"data/lat_39.91392,long_-104.922_"
37.360563,-107.606708,2278.93261719,"10845 Co Rd 501, Bayfield, CO 81122, USA",Dec 2007,"data/lat_37.36056,long_-107.606_"
40.645107,-108.546753,2009.96398926,"CO-318, Maybell, CO 81640, USA",Sep 2008,"data/lat_40.64510,long_-108.546_"
39.812781,-104.990188,1575.4354248,"119-353 W 64th Ave, Denver, CO 80221, USA",Oct 2011,"data/lat_39.81278,long_-104.990_"
39.461074,-107.170999,2036.28942871,"6616-7242 Co Rd 113, Carbondale, CO 81623, USA",Oct 2012,"data/lat_39.46107,long_-107.170_"
39.152896,-108.302544,1460.10925293,"I-70, Palisade, CO 81526, USA",Sep 2015,"data/lat_39.15289,long_-108.302_"
37.373556,-105.920558,2305.74804688,"13701-13757 Estrella Rd, Alamosa, CO 81101, USA",Sep 2012,"data/lat_37.37355,long_-105.920_"
40.597905,-103.104089,1277.79467773,"11151-11451 CO-61, Sterling, CO 80751, USA",Oct 2007,"data/lat_40.59790,long_-103.104_"
40.647746,-105.019627,1548.27526855,"3700-4400 N Giddings Rd, Fort Collins, CO 80524, USA",Jun 2012,"data/lat_40.64774,long_-105.019_"
39.822989,-104.99914,1594.26000977,"6965 Santa Fe Dr, Denver, CO 80221, USA",Oct 2011,"data/lat_39.82298,long_-104.999_"
39.813431,-104.98987,1578.46984863,"I-76, Denver, CO 80216, USA",Sep 2014,"data/lat_39.81343,long_-104.989_"
39.733588,-104.210383,1575.40661621,"973-1099 US-36, Byers, CO 80103, USA",Jul 2012,"data/lat_39.73358,long_-104.210_"
40.364107,-103.995764,1337.63110352,"7942 CO-144, Weldona, CO 80653, USA",Jul 2015,"data/lat_40.36410,long_-103.995_"
39.419524,-104.635512,1986.76037598,"1301-1401 Gambel Oaks Dr, Elizabeth, CO 80107, USA",Aug 2012,"data/lat_39.41952,long_-104.635_"
40.759998,-102.963312,1181.09118652,"I-76, Fleming, CO 80728, USA",Jun 2012,"data/lat_40.75999,long_-102.963_"
39.491672,-104.808523,1865.91247559,"Hess Rd, Castle Rock, CO 80108, USA",Jul 2012,"data/lat_39.49167,long_-104.808_"
37.371807,-105.922961,2308.23193359,"13949-13971 US-285, Alamosa, CO 81101, USA",Sep 2012,"data/lat_37.37180,long_-105.922_"
37.38383,-105.915193,2306.46386719,"12106-13206 US-285, Alamosa, CO 81101, USA",Sep 2012,"data/lat_37.38383,long_-105.915_"
38.74399,-105.547799,2584.37890625,"4160 CO-9, Guffey, CO 80820, USA",Oct 2012,"data/lat_38.74399,long_-105.547_"
40.639234,-104.438348,1500.85595703,"32000-33142 CO-14, Ault, CO 80610, USA",Aug 2012,"data/lat_40.63923,long_-104.438_"
40.730864,-104.753132,1590.59240723,"49943 Co Rd 33, Nunn, CO 80648, USA",Oct 2007,"data/lat_40.73086,long_-104.753_"
39.559822,-105.061191,1656.95617676,"Perimeter Rd, Littleton, CO 80128, USA",Jul 2008,"data/lat_39.55982,long_-105.061_"
39.125258,-105.467903,2620.42724609,"25559-26237 Tarryall Rd, Lake George, CO 80827, USA",Oct 2012,"data/lat_39.12525,long_-105.467_"
38.353077,-104.683361,1525.36474609,"1194-1204 E Rustic Dr, Pueblo West, CO 81007, USA",Aug 2007,"data/lat_38.35307,long_-104.683_"
40.544151,-103.322093,1249.85070801,"13514 County Rd 16.5, Merino, CO 80741, USA",Aug 2012,"data/lat_40.54415,long_-103.322_"
39.458582,-107.149084,2191.53979492,"7488-7978 Catherine Store Rd, Carbondale, CO 81623, USA",Oct 2012,"data/lat_39.45858,long_-107.149_"
39.580379,-106.343617,2975.91430664,"21 Back Bowls, Vail, CO 81657, USA",,"data/lat_39.58037,long_-106.343_"
39.46315,-104.563246,1913.55444336,"5224 Co Rd 166, Elizabeth, CO 80107, USA",Sep 2009,"data/lat_39.46315,long_-104.563_"
40.72888,-106.285698,2451.22631836,"501-599 Grant St, Walden, CO 80480, USA",Sep 2007,"data/lat_40.72888,long_-106.285_"
38.540211,-107.906423,1724.67041016,"63188 Jade Rd, Montrose, CO 81401, USA",Aug 2012,"data/lat_38.54021,long_-107.906_"
38.920714,-107.926392,1994.0994873,"18300-18354 Westridge Rd, Cedaredge, CO 81413, USA",Aug 2012,"data/lat_38.92071,long_-107.926_"
38.43977,-106.375296,2825.67700195,"71420 US-50, Sargents, CO 81248, USA",Aug 2015,"data/lat_38.43977,long_-106.375_"
39.805475,-105.300391,2240.02978516,"6769-6849 Crawford Gulch Rd, Golden, CO 80403, USA",Sep 2009,"data/lat_39.80547,long_-105.300_"
39.047945,-105.636192,2681.61376953,"US-24, Lake George, CO 80827, USA",Aug 2015,"data/lat_39.04794,long_-105.636_"
40.117325,-104.37623,1452.1763916,"8000-8540 Co Rd 73, Roggen, CO 80652, USA",Nov 2007,"data/lat_40.11732,long_-104.376_"
40.113305,-104.37623,1455.42785645,"7640 Co Rd 73, Roggen, CO 80652, USA",Nov 2007,"data/lat_40.11330,long_-104.376_"
39.861379,-105.16528,1721.81152344,"8940-8952 Indiana St, Arvada, CO 80007, USA",Jul 2015,"data/lat_39.86137,long_-105.165_"
38.358388,-104.6932,1535.68884277,"1050-1098 E Longsdale Dr, Pueblo West, CO 81007, USA",Aug 2012,"data/lat_38.35838,long_-104.693_"
40.562643,-105.124187,1553.89221191,"1948-1956 Dorset Dr, Fort Collins, CO 80526, USA",Jun 2012,"data/lat_40.56264,long_-105.124_"
40.23294,-104.885961,1461.83984375,"9059 Co Rd 34, Platteville, CO 80651, USA",Oct 2012,"data/lat_40.23294,long_-104.885_"
38.054371,-105.442947,2439.66162109,"1000-1674 Colfax Ln, Westcliffe, CO 81252, USA",Aug 2012,"data/lat_38.05437,long_-105.442_"
39.870138,-104.098779,1502.06872559,"75013-76099 E 96th Ave, Byers, CO 80103, USA",Jul 2008,"data/lat_39.87013,long_-104.098_"
38.25688,-104.361442,1375.74230957,"47610-48682 US-50, Avondale, CO 81022, USA",Aug 2015,"data/lat_38.25688,long_-104.361_"
38.915728,-107.918347,1967.01806641,"552 NE Ginters Grove Ln, Cedaredge, CO 81413, USA",Aug 2012,"data/lat_38.91572,long_-107.918_"
39.396041,-104.784444,1886.35791016,"5201-5237 CO-86, Franktown, CO 80116, USA",Aug 2012,"data/lat_39.39604,long_-104.784_"
39.064775,-108.434745,1416.03076172,"Unnamed Road, Clifton, CO 81520, USA",,"data/lat_39.06477,long_-108.434_"
40.126387,-108.705268,1640.04553223,"25060-25652 CO-64, Rangely, CO 81648, USA",Sep 2008,"data/lat_40.12638,long_-108.705_"
40.874347,-105.066607,1745.88500977,"19987-20349 Cattle Dr, Wellington, CO 80549, USA",Sep 2007,"data/lat_40.87434,long_-105.066_"
37.111169,-108.725095,1636.98999023,"US-491, Towaoc, CO 81334, USA",Jun 2012,"data/lat_37.11116,long_-108.725_"
38.128835,-102.862114,1173.21630859,"29284-29898 County Rd LL, McClave, CO 81057, USA",Jul 2012,"data/lat_38.12883,long_-102.862_"
39.209627,-104.73472,2144.52075195,"8400-8464 E Greenland Rd, Larkspur, CO 80118, USA",Sep 2009,"data/lat_39.20962,long_-104.734_"
39.886629,-105.098832,1639.76318359,"10421-10423 Garrison St, Westminster, CO 80021, USA",Jul 2012,"data/lat_39.88662,long_-105.098_"
39.174928,-105.775387,2895.2590332,"Elkhorn Rd, Jefferson, CO 80456, USA",Oct 2007,"data/lat_39.17492,long_-105.775_"
37.968085,-103.536066,1270.0871582,"512 E 22nd St, La Junta, CO 81050, USA",Jul 2012,"data/lat_37.96808,long_-103.536_"
39.11074,-108.659151,1374.36779785,"I-70, Grand Junction, CO 81505, USA",Sep 2012,"data/lat_39.11074,long_-108.659_"
40.205982,-105.885058,2580.80883789,"Co Hwy 4, Grand Lake, CO 80447, USA",Oct 2012,"data/lat_40.20598,long_-105.885_"
37.912052,-104.92577,2066.6550293,"8047-8053 Greenhorn Dr, Rye, CO 81069, USA",Jul 2012,"data/lat_37.91205,long_-104.925_"
37.755571,-103.151341,1284.1697998,"Rd 15, Las Animas, CO 81054, USA",Mar 2008,"data/lat_37.75557,long_-103.151_"
39.784723,-104.989714,1585.77148438,"US-87 & I-70 & I-25, Denver, CO 80216, USA",Jul 2015,"data/lat_39.78472,long_-104.989_"
37.191682,-105.503783,2394.33056641,"P 7, Sanford, CO 81151, USA",Sep 2012,"data/lat_37.19168,long_-105.503_"
38.796005,-104.231991,1850.63342285,"31801-32269 Sanborn Rd, Yoder, CO 80864, USA",Sep 2009,"data/lat_38.79600,long_-104.231_"
40.279029,-104.753873,1451.62792969,"19050-19382 Co Rd 33, La Salle, CO 80645, USA",Sep 2007,"data/lat_40.27902,long_-104.753_"
38.408679,-106.501689,2510.98632812,"64103 US-50, Gunnison, CO 81230, USA",Aug 2015,"data/lat_38.40867,long_-106.501_"
39.093145,-106.367555,2846.58447266,"CO-82, Twin Lakes, CO 81251, USA",Aug 2015,"data/lat_39.09314,long_-106.367_"
38.57784,-107.718268,2392.28295898,"Rim Drive Rd, Crawford, CO 81415, USA",Jul 2013,"data/lat_38.57784,long_-107.718_"
40.38136,-106.580833,2656.796875,"US-40, Colorado, USA",Sep 2011,"data/lat_40.38136,long_-106.580_"
39.242038,-105.973982,2995.00195312,"US-285, Fairplay, CO 80440, USA",Sep 2009,"data/lat_39.24203,long_-105.973_"
40.073396,-103.907843,1413.50109863,"Co Rd F, Fort Morgan, CO 80701, USA",Oct 2007,"data/lat_40.07339,long_-103.907_"
39.300518,-103.491349,1694.34509277,"54460-54914 Co Rd 109, Genoa, CO 80818, USA",Aug 2012,"data/lat_39.30051,long_-103.491_"
38.698359,-108.070578,1567.87731934,"3044-3050 Angel Dr, Delta, CO 81416, USA",Aug 2012,"data/lat_38.69835,long_-108.070_"
40.565065,-107.506568,1912.75805664,"34775-35063 CO-13, Craig, CO 81625, USA",Oct 2009,"data/lat_40.56506,long_-107.506_"
39.42822,-104.795654,1901.19592285,"4901 Wilderness PI, Parker, CO 80134, USA",Jul 2012,"data/lat_39.42822,long_-104.795_"
38.697494,-108.06553,1568.21789551,"15690-15798 D Rd, Delta, CO 81416, USA",Aug 2012,"data/lat_38.69749,long_-108.065_"
39.348091,-103.677724,1696.84729004,"CO-71, Limon, CO 80828, USA",Oct 2009,"data/lat_39.34809,long_-103.677_"
37.566353,-104.058894,1609.9362793,"61 US-350, Model, CO 81059, USA",Sep 2012,"data/lat_37.56635,long_-104.058_"
40.464991,-105.141696,1645.74511719,"7153-7199 Spring Glade Rd, Loveland, CO 80538, USA",Sep 2007,"data/lat_40.46499,long_-105.141_"
40.086802,-104.470757,1476.63134766,"5865-5999 Co Rd 63, Keenesburg, CO 80643, USA",,"data/lat_40.08680,long_-104.470_"
38.254834,-104.468496,1412.48583984,"890-952 35th Ln, Pueblo, CO 81006, USA",Jun 2012,"data/lat_38.25483,long_-104.468_"
40.261824,-104.076812,1376.27368164,"3001-3999 Co Rd S, Wiggins, CO 80654, USA",Oct 2007,"data/lat_40.26182,long_-104.076_"
39.220873,-104.531112,2051.79467773,"7219-7509 Co Rd 98, Elbert, CO 80106, USA",Oct 2009,"data/lat_39.22087,long_-104.531_"
38.440966,-105.019386,1651.99194336,"445-485 G St, Penrose, CO 81240, USA",Jul 2012,"data/lat_38.44096,long_-105.019_"
40.625309,-104.827187,1590.93664551,"12287 Co Rd 88, Pierce, CO 80650, USA",Sep 2007,"data/lat_40.62530,long_-104.827_"
37.279228,-102.960401,1506.50842285,"US-160, Pritchett, CO 81064, USA",Aug 2012,"data/lat_37.27922,long_-102.960_"
39.423228,-108.051723,1590.56335449,"5093-5187 Stone Quarry Rd, Battlement Mesa, CO 81635, USA",Sep 2012,"data/lat_39.42322,long_-108.051_"
39.74515,-105.101368,1687.76025391,"1830-1900 Garland St, Lakewood, CO 80215, USA",Jun 2012,"data/lat_39.74515,long_-105.101_"
37.279275,-102.944335,1511.4564209,"US-160, Pritchett, CO 81064, USA",Aug 2012,"data/lat_37.27927,long_-102.944_"
38.976067,-108.909877,1992.26391602,"7401 D S Rd, Glade Park, CO 81523, USA",Jul 2012,"data/lat_38.97606,long_-108.909_"
38.359457,-105.131024,1642.28210449,"1970 Co Rd 95, Florence, CO 81226, USA",Jul 2012,"data/lat_38.35945,long_-105.131_"
38.91159,-104.623903,2065.88330078,"10910 Garrett Rd, Peyton, CO 80831, USA",Jul 2009,"data/lat_38.91159,long_-104.623_"
38.949608,-108.305272,1698.92224121,"2749-2997 F S 7/10 Rd, Whitewater, CO 81527, USA",Jul 2012,"data/lat_38.94960,long_-108.305_"
39.641439,-104.21036,1634.89367676,"2701-4299 S Co Rd 181, Byers, CO 80103, USA",Oct 2009,"data/lat_39.64143,long_-104.210_"
39.514553,-107.921256,1706.11206055,"1354 Co Rd 246, Rifle, CO 81650, USA",Sep 2012,"data/lat_39.51455,long_-107.921_"
37.963268,-103.532717,1256.4284668,"22567-22831 Co Rd 29.75, La Junta, CO 81050, USA",Aug 2012,"data/lat_37.96326,long_-103.532_"
37.977989,-103.528025,1249.37353516,"1118-1216 Daniel Ave, La Junta, CO 81050, USA",Jul 2012,"data/lat_37.97798,long_-103.528_"
38.884521,-107.577678,1742.93713379,"15674 Black Bridge Rd, Paonia, CO 81428, USA",Sep 2012,"data/lat_38.88452,long_-107.577_"
37.449294,-108.628056,1957.19921875,"16410 Rd 23, Dolores, CO 81323, USA",Jan 2008,"data/lat_37.44929,long_-108.628_"
38.915859,-104.62506,2065.30639648,"10925 US-24, Peyton, CO 80831, USA",Aug 2015,"data/lat_38.91585,long_-104.625_"
37.458727,-106.145664,2335.74804688,"1-657 E County Rd 8 S, Monte Vista, CO 81144, USA",Oct 2012,"data/lat_37.45872,long_-106.145_"
40.247394,-104.064031,1379.72814941,"4804-4834 US-34, Wiggins, CO 80654, USA",Aug 2012,"data/lat_40.24739,long_-104.064_"
40.534117,-104.658819,1458.52111816,"36459-36945 County Rd 43, Eaton, CO 80615, USA",Oct 2007,"data/lat_40.53411,long_-104.658_"
38.92139,-104.621217,2070.95043945,"11125 US-24, Peyton, CO 80831, USA",Aug 2015,"data/lat_38.92139,long_-104.621_"
37.826076,-104.828283,1828.97314453,"I-25, Walsenburg, CO 81089, USA",Aug 2015,"data/lat_37.82607,long_-104.828_"
37.580781,-107.823219,2690.13134766,"46498-46636 US-550, Durango, CO 81301, USA",Dec 2007,"data/lat_37.58078,long_-107.823_"
40.069127,-106.100918,2374.78393555,"900 1st St, Parshall, CO 80468, USA",Oct 2007,"data/lat_40.06912,long_-106.100_"
39.446501,-104.448938,1872.92712402,"39843-39999 Kiowa-Bennett Rd, Kiowa, CO 80117, USA",Aug 2012,"data/lat_39.44650,long_-104.448_"
39.557936,-105.073507,1672.52539062,"Perimeter Rd, Littleton, CO 80128, USA",Jul 2008,"data/lat_39.55793,long_-105.073_"
40.979402,-107.735924,1886.48498535,"4831 Co Rd 4, Craig, CO 81625, USA",Aug 2008,"data/lat_40.97940,long_-107.735_"
37.137359,-103.985374,1722.8807373,"64000-64998 US-160, Trinchera, CO 81081, USA",Aug 2012,"data/lat_37.13735,long_-103.985_"
38.85588,-104.867667,1874.44824219,"3020-3098 W Uintah St, Colorado Springs, CO 80904, USA",Sep 2015,"data/lat_38.85588,long_-104.867_"
