lat,lng,elev,full_address,date
39.778517,-105.574753,2472.491943359375,"2093 Fall River Rd, Idaho Springs, CO 80452, USA",Oct 2012
39.434021,-106.043436,3055.28125,"2185-6799 CO-9, Blue River, CO 80424, USA",Aug 2015
39.006034,-104.604618,2216.830078125,"11875 Ayer Rd, Peyton, CO 80831, USA",Sep 2011
39.004791,-104.600361,2221.7509765625,"White Antler Trail, Peyton, CO 80831, USA",Sep 2011
38.138036,-105.982839,2378.58154296875,"US-285, Moffat, CO 81143, USA",Sep 2012
40.870205,-104.751486,1678.487548828125,"16082-17688 Co Rd 122, Carr, CO 80612, USA",Oct 2007
39.201988,-105.989486,2982.786865234375,"45385 CO-9, Fairplay, CO 80440, USA",Oct 2012
40.91231,-104.219646,1599.575561523438,"61000-61998 Co Rd 89, Grover, CO 80729, USA",Sep 2009
40.203592,-105.060654,1531.206665039062,"12463 CO-66, Longmont, CO 80504, USA",Sep 2012
39.571683,-104.867079,1784.041625976562,"Inverness Lane West, Englewood, CO 80112, USA",Jul 2008
38.134756,-105.988944,2380.1953125,"US-285, Moffat, CO 81143, USA",Sep 2012
37.371196,-102.904799,1494.437744140625,"Co Rd 10, Pritchett, CO 81064, USA",Mar 2008
39.567639,-104.871601,1793.709106445312,"E County Line Rd & I-25, Centennial, CO 80112, USA",Jul 2012
38.56229,-107.544742,2356.856201171875,"82688-82920 CO-92, Crawford, CO 81415, USA",Sep 2012
37.656284,-103.078411,1336.91845703125,"Co Rd A, Springfield, CO 81073, USA",Mar 2008
39.686245,-105.612133,2791.586669921875,"6400-7498 CO-103, Idaho Springs, CO 80452, USA",Aug 2015
38.114428,-103.46569,1263.831665039062,"33378 Co Rd Kk, La Junta, CO 81050, USA",Aug 2012
38.996713,-104.607646,2209.31787109375,"11254-11442 Meridian Rd, Peyton, CO 80831, USA",Sep 2011
39.878353,-103.999222,1493.681274414062,"Hanks Crossing Rd, Byers, CO 80103, USA",Jul 2008
40.973382,-104.381478,1644.987060546875,"Weld County Rd 136, Grover, CO 80729, USA",Oct 2007
37.35099,-108.577647,1884.54541015625,"548 E Montezuma Ave, Cortez, CO 81321, USA",Jun 2012
39.805721,-107.954648,2192.939453125,"21470-21602 CO-13, Rifle, CO 81650, USA",Oct 2012
38.496882,-107.948964,1768.383422851562,"13470 6100 Rd, Montrose, CO 81403, USA",Aug 2012
39.854105,-104.444822,1605.691650390625,"45700-46610 E 88th Ave, Bennett, CO 80102, USA",Jul 2012
39.423665,-104.701932,1951.816528320312,"9877 Bayou Ridge Trail, Parker, CO 80134, USA",Jul 2012
40.977255,-104.390758,1650.4736328125,"Co Rd 71, Grover, CO 80729, USA",Oct 2007
40.937409,-108.77091,2149.1982421875,"Co Rd 10N, Maybell, CO 81640, USA",Aug 2008
39.728446,-104.91726,1631.36474609375,"775 Kearney St, Denver, CO 80220, USA",May 2015
38.906374,-105.277704,2564.721923828125,"Teller County Rd 1, Florissant, CO 80816, USA",Oct 2012
39.730488,-104.913315,1630.0947265625,"6401-6499 E 9th Ave, Denver, CO 80220, USA",May 2015
38.160144,-108.383488,2022.452026367188,"37227-37699 CO-145, Redvale, CO 81431, USA",Sep 2008
39.529707,-104.752977,1817.666748046875,"7152 E Homestead Hills Rd, Parker, CO 80138, USA",Jul 2012
39.536474,-104.756215,1797.54443359375,"Lincoln Ave, Parker, CO 80138, USA",Jul 2012
39.737628,-104.918364,1623.93212890625,"1300-1398 Jasmine St, Denver, CO 80220, USA",Jun 2014
37.346614,-108.57767,1879.04052734375,"515-519 E 2nd St, Cortez, CO 81321, USA",Jun 2012
40.941236,-108.768033,2141.82666015625,"Co Rd 10N, Maybell, CO 81640, USA",Aug 2008
39.092815,-104.722229,2278.895263671875,"5441-5565 Walker Rd, Colorado Springs, CO 80908, USA",Sep 2011
38.160768,-108.38848,2020.339965820312,"37201-37225 CO-145, Redvale, CO 81431, USA",Sep 2008
38.849374,-103.251317,1448.463134765625,"CO-94, Hugo, CO 80821, USA",Aug 2012
38.32099,-104.601327,1456.801635742188,"4302-4698 Jerry Murphy Rd, Pueblo, CO 81001, USA",Jun 2012
37.453274,-108.453001,2245.046630859375,"31912-33094 Hay Camp Mesa, Dolores, CO 81323, USA",Jan 2008
39.941116,-105.550182,2704.7119140625,"Shelf Rd, Nederland, CO 80466, USA",Oct 2012
39.264988,-103.559236,1667.818481445312,"US-24, Limon, CO 80828, USA",Oct 2012
40.450276,-105.004596,1527.695190429688,"4858-5098 Earhart Rd, Loveland, CO 80538, USA",Sep 2007
40.372309,-107.563281,1923.88671875,"4486-4766 CO-317, Hamilton, CO 81638, USA",Sep 2008
39.222137,-108.698956,1433.907348632812,"1904 O Rd, Fruita, CO 81521, USA",Jul 2012
39.95567,-104.378319,1541.168701171875,"51741-52109 E 144th Ave, Bennett, CO 80102, USA",Nov 2007
38.318084,-104.597257,1454.003540039062,"26 Lupine Ct, Pueblo, CO 81001, USA",Jun 2012
37.282706,-105.048634,2760.138427734375,"4233 CO-12, Weston, CO 81091, USA",Aug 2012
40.29618,-105.543525,2783.05224609375,"6234-6270 S St Vrain Ave, Estes Park, CO 80517, USA",Sep 2012
40.51006,-104.779136,1473.154052734375,"14915-14991 Co Rd 72, Greeley, CO 80631, USA",Oct 2007
37.447076,-102.619574,1338.107055664062,"30997 US-287, Springfield, CO 81073, USA",Sep 2012
38.103227,-102.95584,1192.356811523438,"306 E 1st St, Hasty, CO 81044, USA",Jul 2012
40.024204,-104.886094,1526.0625,"1000-1812 Co Rd 19, Fort Lupton, CO 80621, USA",Sep 2012
39.452883,-104.348566,1849.0869140625,"40110-41000 Comanche Creek Rd, Kiowa, CO 80117, USA",Oct 2009
38.037387,-102.608931,1135.76513671875,"27625 Quail Ridge Dr, Lamar, CO 81052, USA",Aug 2012
39.060436,-104.700331,2296.476806640625,"15427-15779 Black Forest Rd, Colorado Springs, CO 80908, USA",Sep 2011
40.573642,-104.696423,1496.07568359375,"39396 Co Rd 39, Ault, CO 80610, USA",Jul 2012
39.74723,-104.32054,1634.87451171875,"2160 Ance St, Strasburg, CO 80136, USA",
40.372728,-107.560862,1932.0400390625,"4486-4766 CO-317, Hamilton, CO 81638, USA",Sep 2008
38.430766,-107.864486,1812.935546875,"17699-17771 US-550, Montrose, CO 81403, USA",Aug 2012
38.593977,-104.290285,1640.55419921875,"26800-29024 Myers Rd, Colorado Springs, CO 80928, USA",Jul 2012
37.805621,-108.940526,2110.29345703125,"6497 CO-141, Dove Creek, CO 81324, USA",Jan 2008
37.220983,-107.61469,2117.0732421875,"4656 Missouri Center Rd, Bayfield, CO 81122, USA",Dec 2007
40.02053,-109.17368,1661.570922851562,"UT-45, Vernal, UT 84078, USA",Jun 2008
40.973372,-104.325296,1623.651245117188,"Weld County Rd 136, Grover, CO 80729, USA",Sep 2009
38.040014,-106.142034,2337.440185546875,"19638-19936 US-285, Saguache, CO 81149, USA",Sep 2012
37.7464,-103.855623,1404.445922851562,"11817-12283 US-350, Model, CO 81059, USA",Sep 2012
37.383473,-102.606276,1340.137817382812,"26502-26532 US-160, Springfield, CO 81073, USA",Sep 2012
38.677916,-107.644107,2069.55712890625,"38164-38248 Fruitland Mesa Rd, Crawford, CO 81415, USA",Aug 2012
38.848941,-106.179139,2520.621826171875,"16755-16871 Co Rd 363, Buena Vista, CO 81211, USA",Oct 2012
39.782085,-105.1896,1739.155883789062,"4735-4775 Easley Rd, Golden, CO 80403, USA",Jun 2012
40.218158,-104.670191,1475.382690429688,"Co Rd 32, Platteville, CO 80651, USA",Aug 2012
38.409003,-107.874274,1853.664672851562,"18858-18868 6495 Rd, Montrose, CO 81403, USA",Aug 2012
40.675835,-104.658377,1529.047607421875,"Co Rd 43, Pierce, CO 80650, USA",Oct 2007
40.670146,-104.658324,1526.253173828125,"Co Rd 43, Pierce, CO 80650, USA",Oct 2007
40.44304,-106.767801,2605.19140625,"Duster, Steamboat Springs, CO 80487, USA",
38.163163,-103.888354,1320.219970703125,"10001-10761 County Rd C.5, Olney Springs, CO 81062, USA",Jul 2012
38.468637,-107.253461,2294.54345703125,"US-50, Gunnison, CO 81230, USA",Sep 2012
40.963006,-108.33772,2025.541748046875,"Co Rd 4, Craig, CO 81625, USA",Aug 2008
38.754328,-108.042578,1509.953857421875,"1686-1724 CO-92, Delta, CO 81416, USA",Aug 2012
40.395384,-104.745223,1480.658447265625,"4114 Centerplace Dr, Greeley, CO 80634, USA",Jul 2015
37.259668,-108.016476,2439.9658203125,"2345-3155 Co Rd 125, Hesperus, CO 81326, USA",Mar 2008
38.879577,-104.830031,1861.68994140625,"3101-3225 Mark Dabling Blvd, Colorado Springs, CO 80907, USA",Aug 2015
40.222545,-104.986863,1520.887451171875,"3803 Hummingbird Ct, Mead, CO 80542, USA",Aug 2012
38.994865,-104.145991,1934.28955078125,"11204 Ramah Hwy, Calhan, CO 80808, USA",Aug 2009
39.922023,-106.332758,2358.04541015625,"1078-1084 CO-9, Silverthorne, CO 80498, USA",Sep 2009
40.218607,-105.005605,1535.681518554688,"2552-2676 Co Rd 32, Mead, CO 80542, USA",Oct 2007
40.200295,-105.206514,1576.942749023438,"12531 N 63rd St, Longmont, CO 80503, USA",Aug 2007
39.594287,-105.286502,2347.98828125,"6726-6756 Jungfrau Dr, Evergreen, CO 80439, USA",Aug 2012
39.578586,-105.396887,2565.609130859375,"34945 Anna Cir, Evergreen, CO 80439, USA",Aug 2012
40.391083,-105.103268,1522.68798828125,"216-228 Lori Dr, Loveland, CO 80537, USA",Jul 2012
40.175577,-105.182587,1555.326293945312,"7107-7369 St Vrain Rd, Longmont, CO 80503, USA",Sep 2012
40.245581,-105.850134,2643.38232421875,"Co Rd 47, Grand Lake, CO 80447, USA",Sep 2007
39.007408,-107.991935,2922.021240234375,"24279-24287 CO-65, Cedaredge, CO 81413, USA",Aug 2012
39.586261,-104.864641,1758.751342773438,"10746-10796 E Easter Ave, Englewood, CO 80112, USA",
40.403787,-105.157846,1547.662719726562,"5600 Cedar Valley Dr, Loveland, CO 80537, USA",Sep 2007
38.807944,-106.895928,2627.694091796875,"21016 CO-135, Crested Butte, CO 81224, USA",Sep 2008
39.904529,-106.099694,2563.420654296875,"14001-17299 Co Rd 3, Parshall, CO 80468, USA",Sep 2009
39.978933,-104.796509,1532.625366210938,"2127-2157 Donna St, Brighton, CO 80601, USA",Oct 2007
40.400616,-104.639993,1409.574584960938,"2350 Fern Ave, Greeley, CO 80631, USA",Sep 2007
38.945339,-104.071759,1858.676391601562,"7735 N Davenport Rd, Rush, CO 80833, USA",Mar 2009
39.106186,-109.148718,1340.174438476562,"BLM 191, Cisco, UT 84515, USA",Oct 2012
39.081487,-108.623873,1415.509643554688,"532 Heron Ct, Grand Junction, CO 81507, USA",Jul 2012
39.109477,-109.158235,1352.97607421875,"BLM 191, Cisco, UT 84515, USA",Oct 2012
38.070905,-105.096555,2645.06005859375,"10162 CO-165, Wetmore, CO 81253, USA",Apr 2008
38.334609,-104.734954,1554.923217773438,"24C N Research Dr, Pueblo West, CO 81007, USA",Jun 2012
39.974078,-104.602872,1555.401733398438,"Watkins Rd, Brighton, CO 80603, USA",Sep 2007
38.24502,-104.398114,1395.483032226562,"43080 US-50 BUS, Pueblo, CO 81006, USA",Sep 2012
39.25346,-108.929783,1392.241943359375,"965 Old US Hwy 6 & 50, Mack, CO 81525, USA",Jul 2012
40.312202,-104.696369,1436.4755859375,"21000-21998 W Co Rd 39, La Salle, CO 80645, USA",Jul 2015
38.245005,-104.398024,1395.189697265625,"43080 US-50 BUS, Pueblo, CO 81006, USA",Sep 2012
38.329622,-104.72876,1551.077026367188,"393 E Spaulding Ave, Pueblo West, CO 81007, USA",Jun 2012
38.810825,-109.303852,1260.0849609375,"Top of the World Safari Rte, Cisco, UT 84515, USA",Sep 2008
38.819535,-104.534675,1934.953247070312,"Enoch Rd, Colorado Springs, CO 80930, USA",Aug 2011
39.46547,-106.034221,2982.439453125,"CO-9, Breckenridge, CO 80424, USA",Aug 2015
38.812489,-107.762981,1751.196899414062,"10770-10888 3200 Rd, Hotchkiss, CO 81419, USA",Aug 2012
38.09615,-102.6565,1107.382568359375,"5705 County Rd Hh.7, Lamar, CO 81052, USA",Aug 2012
40.64643,-102.624464,1228.66943359375,"Wilson St, Haxtun, CO 80731, USA",Nov 2007
37.947866,-107.909765,2493.057373046875,"CO-145, Telluride, CO 81435, USA",Jan 2008
38.258588,-109.379687,1806.212158203125,"US-191, Moab, UT 84532, USA",Sep 2012
40.312131,-104.886457,1486.91943359375,"21000-21980 Co Rd 19, Milliken, CO 80543, USA",Jul 2015
39.521609,-107.76006,1630.89208984375,"1757 Airport Rd, Rifle, CO 81650, USA",Sep 2012
38.399941,-104.688093,1544.847290039062,"1601-1651 E Laramie Ave, Pueblo West, CO 81007, USA",Aug 2007
38.472346,-105.095569,1709.182250976562,"700-1500 Upper Beaver Creek Rd, Penrose, CO 81240, USA",Aug 2007
39.537045,-107.765397,1686.980224609375,"1621-1791 E 7th St, Rifle, CO 81650, USA",Sep 2012
39.658099,-102.533371,1261.098999023438,"14105-14999 County Rd 6, Kirk, CO 80824, USA",Oct 2007
39.530446,-107.771956,1630.893798828125,"28730 US-6, Rifle, CO 81650, USA",Oct 2012
38.815041,-107.769518,1769.161254882812,"31597-31709 L Rd, Hotchkiss, CO 81419, USA",Aug 2012
40.261103,-104.742357,1480.545654296875,"16311-16999 Co Rd 38, Platteville, CO 80651, USA",Sep 2007
39.525346,-107.75777,1623.235107421875,"I-70, Rifle, CO 81650, USA",Oct 2012
38.406166,-104.686591,1552.476440429688,"1784-1834 Bear Gulch Ln, Pueblo West, CO 81007, USA",Aug 2007
38.14955,-107.746387,2130.39453125,"22235-22249 US-550, Ridgway, CO 81432, USA",Sep 2012
39.679511,-104.955089,1638.817016601562,"2034-2036 S Clayton St, Denver, CO 80210, USA",Jun 2014
37.470476,-102.62002,1338.091674804688,"25147 US-385, Springfield, CO 81073, USA",Sep 2012
38.480144,-105.094453,1718.164184570312,"1970-2364 Upper Beaver Creek Rd, Penrose, CO 81240, USA",Aug 2007
38.809602,-107.762984,1742.992309570312,"10640-10688 3200 Rd, Hotchkiss, CO 81419, USA",Aug 2012
39.252822,-108.195181,1625.076782226562,"17055 45 1/2 Rd, De Beque, CO 81630, USA",Sep 2012
38.402572,-104.6949,1551.84423828125,"900-938 Austin Dr, Pueblo West, CO 81007, USA",Aug 2007
37.926891,-103.949323,1387.569458007812,"7121 CO-10, Fowler, CO 81039, USA",Jul 2012
37.647718,-104.735396,1846.637084960938,"2689-3245 CO-10, Walsenburg, CO 81089, USA",Jul 2012
37.647182,-106.21216,2360.062255859375,"3000-3498 W Co Rd 5 N, Monte Vista, CO 81144, USA",Oct 2012
37.269166,-105.974748,2321.578857421875,"19325 Co Rd 15.5, La Jara, CO 81140, USA",Sep 2012
37.283651,-105.978646,2321.293701171875,"15000-15524 CO-15, La Jara, CO 81140, USA",Sep 2012
38.910195,-103.979671,1777.213623046875,"3600 Co Rd 149, Ramah, CO 80832, USA",Oct 2009
39.37432,-108.167393,1589.087036132812,"I-70, De Beque, CO 81630, USA",Sep 2012
40.882696,-105.418457,2101.524658203125,"11204-11420 Cherokee Park Rd, Livermore, CO 80536, USA",Sep 2007
38.399021,-107.836917,1850.452392578125,"20013-20309 US-550, Montrose, CO 81403, USA",Sep 2012
39.63163,-104.824844,1720.085571289062,"14043 E Temple Dr, Aurora, CO 80015, USA",Aug 2015
40.282959,-103.776062,1305.94677734375,"19764 County Rd T5, Fort Morgan, CO 80701, USA",Nov 2007
37.929255,-103.942293,1385.477783203125,"7121-7473 CO-10, Fowler, CO 81039, USA",Jul 2012
38.37678,-104.709175,1556.217529296875,"565-577 E Scandia Dr, Pueblo West, CO 81007, USA",Aug 2007
39.292671,-105.699962,2759.54541015625,"9706 Co Rd 77, Jefferson, CO 80456, USA",Apr 2009
40.424875,-104.79394,1460.846923828125,"700 71st Ave, Greeley, CO 80634, USA",Aug 2012
37.642704,-106.204144,2356.9296875,"4574 N County Rd 3 W, Monte Vista, CO 81144, USA",Oct 2012
39.70331,-104.225685,1592.43603515625,"571-599 S Mc Donnell St, Byers, CO 80103, USA",Jul 2012
40.917319,-108.094294,1816.220703125,"Co Rd 4, Craig, CO 81625, USA",Aug 2008
39.732947,-105.432086,2409.9814453125,"201-267 Elk Valley Dr, Evergreen, CO 80439, USA",Oct 2012
40.296204,-104.941733,1517.812133789062,"20233-20459 Colorado Blvd, Johnstown, CO 80534, USA",Sep 2012
39.094299,-104.809475,2266.47314453125,"1051-1089 CO-105, Monument, CO 80132, USA",Sep 2011
37.678737,-106.663133,2511.2197265625,"267 Deer Run, South Fork, CO 81154, USA",Sep 2012
39.999048,-104.813534,1515.758666992188,"695 N 7th Ave, Brighton, CO 80601, USA",Oct 2007
38.951376,-104.707385,2117.650146484375,"6515 Cowpoke Rd, Colorado Springs, CO 80924, USA",Sep 2012
39.698815,-105.714761,2738.595458984375,"I-70, Silver Plume, CO 80476, USA",Jul 2015
40.341285,-105.183734,1652.68017578125,"5164-5272 S Co Rd 29, Loveland, CO 80537, USA",Aug 2012
39.094782,-104.807486,2261.18212890625,"872-898 CO-105, Monument, CO 80132, USA",Sep 2011
39.022222,-109.287459,1361.704833984375,"UT-128, Thompson, UT 84540, USA",Oct 2012
40.116649,-104.476932,1477.25537109375,"30534-30998 Co Rd 18, Keenesburg, CO 80643, USA",Nov 2007
38.186949,-103.785129,1309.557739257812,"5004-5204 County Lane 16, Ordway, CO 81063, USA",Jul 2012
38.778402,-105.285745,2416.505615234375,"6562 County Rd 11, Canon City, CO 81212, USA",Aug 2015
38.651705,-103.705604,1491.260131835938,"9967-9999 CO-71, Ordway, CO 81063, USA",Oct 2012
38.951393,-104.70457,2124.49951171875,"6129-6357 Cowpoke Rd, Colorado Springs, CO 80924, USA",Sep 2012
39.728449,-105.432196,2494.65185546875,"16-160 Santa Fe Mountain Rd, Evergreen, CO 80439, USA",Oct 2012
40.794292,-105.212473,1796.625732421875,"17203-17493 US-287, Laporte, CO 80535, USA",Jun 2014
39.225295,-108.866778,1377.313598632812,"1000-1004 Old US Hwy 6 & 50, Mack, CO 81525, USA",Jul 2012
39.983329,-103.854267,1424.439575195312,"15081-16079 Hard Money Rd, Fort Morgan, CO 80701, USA",Oct 2007
39.242298,-104.880037,2022.859741210938,"2 Upper Lake Gulch Rd, Castle Rock, CO 80104, USA",Oct 2012
40.754734,-104.89275,1696.352294921875,"8751 Co Rd 106, Wiggins, CO 80654, USA",Sep 2007
39.293576,-106.918634,2193.46435546875,"14089-14499 CO-82, Colorado, USA",Oct 2012
40.116664,-104.468494,1467.955322265625,"31109-31389 Co Rd 18, Keenesburg, CO 80643, USA",Nov 2007
40.126268,-104.470727,1481.448364257812,"8001-8785 Co Rd 63, Keenesburg, CO 80643, USA",Sep 2009
37.763249,-106.148836,2336.44921875,"1000 US-285, Center, CO 81125, USA",Sep 2012
40.225923,-104.825088,1464.240844726562,"15593 County Rd 25.5, Platteville, CO 80651, USA",Oct 2009
39.596447,-104.746975,1771.602172851562,"6628 S Killarney Ct, Aurora, CO 80016, USA",Jul 2012
40.915175,-108.088519,1816.680541992188,"Co Rd 4, Craig, CO 81625, USA",Aug 2008
40.000406,-104.824519,1509.634521484375,"13700-13902 E 168th Ave, Brighton, CO 80601, USA",Jun 2015
37.310569,-105.951758,2313.642822265625,"21562-21718 US-285, La Jara, CO 81140, USA",Sep 2012
39.815298,-104.076122,1517.34423828125,"6801 Rector-Leader Rd, Byers, CO 80103, USA",Jul 2008
40.055151,-106.134578,2319.753662109375,"US-40, Hot Sulphur Springs, CO 80451, USA",Oct 2012
38.342535,-108.945534,1584.853149414062,"CO-90, Bedrock, CO 81411, USA",Sep 2008
38.959541,-108.923781,2047.62255859375,"6471 D S Rd, Glade Park, CO 81523, USA",Jul 2012
38.290841,-107.212517,2440.02734375,"11182-12326 CO-149, Powderhorn, CO 81243, USA",Oct 2008
40.05071,-106.135351,2317.9521484375,"US-40, Parshall, CO 80468, USA",Oct 2012
38.72434,-104.687743,1771.456420898438,"6870 Woodstock St, Colorado Springs, CO 80911, USA",Aug 2011
38.174786,-108.396115,1982.329956054688,"36220 CO-145, Redvale, CO 81431, USA",Sep 2008
40.064624,-106.601368,2700.09619140625,"CO-134, Kremmling, CO 80459, USA",Oct 2009
39.294309,-104.856509,2053.287109375,"1443-1481 Cactus Rose Cir, Castle Rock, CO 80104, USA",Aug 2012
39.981985,-108.777701,1687.05029296875,"62318-62510 CO-139, Rangely, CO 81648, USA",Sep 2008
40.705335,-102.64633,1237.089599609375,"County Rd 38, Haxtun, CO 80731, USA",Nov 2007
39.854882,-104.262465,1601.801147460938,"E 88th Ave, Strasburg, CO 80136, USA",Jul 2008
39.584155,-106.10902,2782.802978515625,"I-70, Frisco, CO 80443, USA",Aug 2015
39.521184,-105.25491,2536.617919921875,"10800-10812 Hawkins Ave, Conifer, CO 80433, USA",Aug 2012
37.935382,-105.901462,2301.422119140625,"CO-17, Moffat, CO 81143, USA",
39.122205,-106.311194,2794.536865234375,"5821 US-24, Leadville, CO 80461, USA",Aug 2015
38.663224,-108.959399,1397.046508789062,"48345-51405 CO-141, Gateway, CO 81522, USA",Jul 2012
38.729715,-103.535597,1557.768310546875,"Co Rd 29, Karval, CO 80823, USA",Aug 2012
38.592668,-104.912171,1974.447265625,"16350 CO-115, Colorado Springs, CO 80926, USA",Jul 2012
40.304597,-109.20542,1571.423461914062,"US-40, Jensen, UT 84035, USA",Sep 2011
40.739453,-104.808808,1610.6064453125,"13141 Co Rd 104, Nunn, CO 80648, USA",Oct 2007
39.629873,-104.905624,1721.972412109375,"US-87 & I-25 & I-225, Denver, CO 80237, USA",Jun 2015
37.579734,-106.152301,2337.11669921875,"137-143 Dennis St, Monte Vista, CO 81144, USA",Sep 2012
39.787934,-107.950824,2204.737548828125,"18778 CO-13, Rifle, CO 81650, USA",Oct 2012
37.366687,-108.29896,2160.28173828125,"41001-41269 CO-184, Mancos, CO 81328, USA",Jun 2012
39.357564,-107.180984,2028.052734375,"1858 Prince Creek Rd, Carbondale, CO 81623, USA",Oct 2012
38.459991,-106.625933,2469.365966796875,"56282-56466 US-50, Gunnison, CO 81230, USA",Aug 2015
39.38626,-105.269365,2062.81103515625,"18151-18175 Deckers Rd, Pine, CO 80470, USA",Jun 2015
37.478696,-105.845085,2298.318359375,"6644 Cottonwood Ln, Alamosa, CO 81101, USA",Sep 2012
40.338496,-105.560163,2510.354248046875,"2040 Windcliff Dr, Estes Park, CO 80517, USA",Sep 2015
37.366943,-108.299214,2160.472900390625,"41000-41268 CO-184, Mancos, CO 81328, USA",Jun 2012
39.173234,-104.784089,2204.62451171875,"6029-6067 E Best Rd, Larkspur, CO 80118, USA",Sep 2009
39.982605,-104.88432,1556.00537109375,"15530-15932 Yosemite St, Thornton, CO 80602, USA",Oct 2012
40.596491,-105.089802,1523.578369140625,"700 Wood St, Fort Collins, CO 80521, USA",Jun 2012
39.986169,-104.919764,1579.875732421875,"5601 E 160th Ave, Brighton, CO 80602, USA",Jun 2015
40.607831,-105.095563,1521.967529296875,"1519-1603 N Shields St, Fort Collins, CO 80524, USA",Aug 2015
39.335247,-105.766953,2839.16796875,"3398 Co Rd 77, Jefferson, CO 80456, USA",Sep 2009
39.968783,-104.875591,1569.613525390625,"9650 E 150th Ave, Brighton, CO 80602, USA",Oct 2012
39.370582,-104.917594,1946.245239257812,"1600-1798 W Maxine Ln, Castle Rock, CO 80109, USA",Sep 2007
40.00053,-104.659961,1569.160766601562,"28150 E 168th Ave, Brighton, CO 80603, USA",Sep 2009
38.319989,-103.346925,1296.104858398438,"8874-9362 CO-96, Arlington, CO 81021, USA",Oct 2012
40.232189,-103.839231,1328.902954101562,"16361-16375 Co Rd Q, Fort Morgan, CO 80701, USA",Oct 2007
40.648674,-105.052191,1569.529541015625,"4458-4484 N Co Rd 13, Fort Collins, CO 80524, USA",Sep 2007
39.974769,-107.636698,2119.91650390625,"18785-19193 County Rd 8, Meeker, CO 81641, USA",Jul 2008
38.558552,-107.704247,2504.85546875,"Rim Drive Rd, Montrose, CO 81401, USA",Jul 2013
38.947723,-105.157634,2793.894775390625,"303-399 N Manchester Creek Rd, Divide, CO 80814, USA",Oct 2012
39.249525,-106.038474,3102.136474609375,"CO-9, Fairplay, CO 80440, USA",Aug 2015
39.757826,-105.21504,1727.56396484375,"18152-19028 W 32nd Ave, Golden, CO 80401, USA",Oct 2012
40.663195,-105.062706,1580.459350585938,"5103-5699 Pheasant Ln, Fort Collins, CO 80524, USA",Sep 2007
40.208276,-105.27262,1654.377075195312,"147-307 Red Gulch Rd, Lyons, CO 80540, USA",Sep 2012
39.838328,-104.914685,1565.21826171875,"6300-6376 Jasmine Dr, Commerce City, CO 80022, USA",Jul 2012
38.693989,-104.620458,1703.261840820312,"11801-11853 Squirrel Creek Rd, Colorado Springs, CO 80928, USA",Jul 2012
39.639249,-105.14513,1765.664184570312,"US-285, Morrison, CO 80465, USA",Jun 2015
38.694003,-104.62982,1705.6376953125,"Squirrel Creek Rd, Colorado Springs, CO 80925, USA",Jul 2012
38.119296,-105.18079,2810.0849609375,"2930-3234 CO-165, Westcliffe, CO 81252, USA",Aug 2012
38.517048,-102.785684,1298.511840820312,"16994-17998 US-287, Eads, CO 81036, USA",Oct 2012
40.701339,-104.886566,1642.736450195312,"48320-48834 Co Rd 19, Nunn, CO 80648, USA",Jul 2008
38.937497,-104.620098,2095.54345703125,"11130 Indian Echo Terrace, Peyton, CO 80831, USA",Aug 2011
38.455952,-107.391321,2407.552978515625,"CO-92, Gunnison, CO 81230, USA",Sep 2012
39.366002,-104.709866,1955.100952148438,"323 Fallow Deer Rd, Franktown, CO 80116, USA",Aug 2012
39.643528,-105.074815,1696.4267578125,"4047-4117 S Pierce St, Lakewood, CO 80235, USA",Apr 2015
39.363912,-104.710061,1971.038208007812,"9401 Roe Cir, Franktown, CO 80116, USA",Aug 2012
39.363602,-104.716878,1940.2744140625,"15-99 Russellville Rd, Franktown, CO 80116, USA",Aug 2012
39.127904,-103.592884,1636.109008789062,"25900-25998 County Rd 2W, Hugo, CO 80821, USA",Oct 2012
39.36804,-104.721296,1941.325927734375,"319-369 Russellville Rd, Franktown, CO 80116, USA",Jun 2015
37.954837,-106.144448,2315.052001953125,"14037-14311 US-285, Saguache, CO 81149, USA",Sep 2012
38.3677,-104.915693,1586.477661132812,"7910 US-50, Pueblo, CO 81007, USA",Oct 2012
40.49332,-107.359759,1911.1865234375,"4120 US-40, Hayden, CO 81639, USA",Sep 2011
40.46564,-106.992566,2027.869384765625,"36731-36999 Co Rd 179, Steamboat Springs, CO 80487, USA",Jul 2008
39.702788,-104.780703,1689.699462890625,"17827-17837 E Ohio Cir, Aurora, CO 80017, USA",Jun 2012
37.474297,-105.023718,2223.01416015625,"7180-7524 CO-12, La Veta, CO 81055, USA",
39.331812,-104.695932,2030.216186523438,"2320 S Russellville Rd, Franktown, CO 80116, USA",May 2009
39.17803,-108.623382,1439.350341796875,"1198 23 Rd, Grand Junction, CO 81505, USA",Jul 2012
39.169836,-108.613895,1446.2197265625,"1132 Sundial Rd, Grand Junction, CO 81505, USA",Jul 2012
39.477474,-104.571763,1872.919555664062,"S Augusta Ave, Elizabeth, CO 80107, USA",Jun 2008
37.03372,-104.503937,2135.250732421875,"I-25, Trinidad, CO 81082, USA",Aug 2015
39.167043,-108.619792,1436.377075195312,"2334-2338 Sundial Rd, Grand Junction, CO 81505, USA",Jul 2012
40.319029,-103.565059,1274.771606445312,"21700-21734 Co Rd 31, Brush, CO 80723, USA",Oct 2007
39.470748,-104.904982,1964.223510742188,"1045 Snow Lily Ct, Castle Rock, CO 80108, USA",Sep 2007
